Temperature,Humidity,Moisture,CO2,Status
33.7,88.9,16.15,385.83,Critical
34.87,80.96,15.12,460.91,Critical
23.76,58.46,13.64,344.35,Safe
35.19,84.69,18.86,448.64,Critical
23.18,62.44,12.53,236.15,Safe
37.03,85.17,14.21,392.19,Critical
36.74,59.98,11.73,492.93,Critical
23.98,64.73,12.73,286.96,Safe
33.62,59.68,11.87,386.93,Safe
31.74,63.99,10.78,434.42,Safe
25.7,65.46,11.07,323.91,Safe
37.14,75.9,16.25,415.7,Critical
28.19,50.8,11.84,383.91,Safe
29.48,55.29,9.1,388.44,Safe
25.05,82.2,15.27,401.57,Critical
25.51,85.82,19.27,344.89,Critical
24.36,62.09,12.54,326.08,Safe
31.69,50.29,13.05,456.79,Warning
31.23,73.75,13.45,409.06,Warning
21.28,89.53,18.75,364.39,Critical
25.22,78.44,18.04,310.21,Critical
23.0,80.62,18.52,371.47,Critical
36.05,74.0,15.76,468.22,Critical
20.51,69.89,12.75,333.96,Warning
27.77,51.41,11.53,346.88,Safe
23.8,79.06,14.15,314.29,Warning
35.7,86.26,18.28,449.57,Critical
36.91,83.63,18.98,412.98,Critical
21.95,55.12,9.58,316.74,Safe
35.26,57.32,12.54,389.0,Warning
24.45,58.93,14.01,301.83,Safe
37.74,64.87,13.49,439.05,Warning
29.41,84.66,17.43,452.34,Critical
29.44,57.78,9.27,369.66,Warning
28.26,84.83,14.87,435.73,Safe
28.18,72.78,17.0,360.01,Safe
37.25,57.21,8.93,390.37,Warning
26.27,52.32,10.18,267.1,Safe
35.47,73.05,12.56,463.13,Warning
22.59,67.35,13.05,279.79,Warning
27.67,51.51,8.5,298.9,Safe
20.28,62.89,14.58,226.19,Safe
33.53,75.07,13.51,433.81,Warning
26.24,54.11,10.84,285.58,Safe
21.31,51.83,13.06,271.35,Safe
30.41,70.96,13.79,402.93,Safe
26.85,86.06,16.37,300.5,Critical
38.96,86.73,16.77,430.0,Critical
34.54,55.25,12.45,422.0,Warning
22.46,78.44,17.44,291.83,Critical
32.81,80.85,16.91,427.68,Critical
20.96,54.32,12.88,201.72,Safe
22.32,67.77,11.3,240.14,Safe
24.11,77.43,12.54,291.14,Warning
22.02,70.81,14.9,326.82,Warning
36.61,54.2,12.15,365.69,Warning
22.28,54.25,9.04,219.96,Safe
25.26,70.93,12.4,347.15,Warning
23.21,71.93,16.85,346.46,Safe
26.61,50.11,11.05,386.45,Warning
22.98,53.6,10.79,319.52,Safe
22.03,60.24,10.43,350.64,Safe
25.92,68.57,11.31,263.7,Safe
37.04,64.41,13.94,428.26,Warning
21.9,80.33,13.34,342.02,Warning
33.27,56.82,10.51,375.28,Warning
32.44,85.14,14.59,447.74,Critical
22.28,66.01,12.94,341.21,Warning
36.0,75.95,16.97,382.94,Critical
33.92,52.35,13.12,350.3,Warning
28.32,73.63,16.54,394.44,Warning
32.23,81.17,16.9,464.81,Critical
37.6,79.09,18.17,464.14,Critical
29.76,85.5,16.74,311.43,Warning
20.25,84.73,17.09,326.93,Critical
34.48,58.96,14.53,477.15,Critical
30.46,78.02,13.18,396.37,Warning
29.64,76.55,16.16,320.98,Critical
20.23,87.37,17.51,284.94,Critical
29.92,56.62,12.83,334.65,Warning
39.4,52.01,8.74,460.63,Safe
36.34,53.15,10.3,426.59,Warning
37.13,67.88,11.29,427.33,Critical
20.36,66.14,10.44,263.66,Safe
35.84,88.53,18.53,513.47,Critical
31.25,76.18,14.97,361.89,Warning
36.33,83.77,15.75,484.84,Warning
34.33,64.53,12.62,341.99,Critical
24.43,63.65,14.71,392.16,Warning
30.95,64.96,10.63,426.15,Warning
22.81,78.67,17.06,250.51,Critical
32.22,57.5,14.08,375.46,Safe
36.49,57.62,10.55,458.79,Warning
38.53,83.5,17.23,514.99,Critical
29.01,76.34,18.01,321.69,Warning
20.09,79.45,16.21,271.2,Critical
31.7,86.97,19.08,478.03,Critical
34.61,55.14,10.35,413.94,Safe
30.08,65.39,15.96,447.15,Safe
25.47,88.54,20.53,349.81,Critical
22.67,66.51,14.5,338.95,Warning
36.86,71.91,13.27,472.84,Critical
32.65,58.04,12.35,354.74,Safe
38.42,55.31,12.32,521.83,Warning
30.08,77.77,14.49,311.71,Safe
31.25,73.31,17.32,432.72,Critical
34.96,83.66,15.45,482.42,Critical
30.45,51.01,8.07,372.09,Safe
25.34,81.42,19.19,378.69,Critical
22.93,52.48,12.2,242.94,Safe
30.82,64.35,12.59,389.73,Safe
34.85,72.45,12.92,458.59,Critical
25.75,76.58,17.87,328.86,Warning
39.32,52.15,11.89,405.14,Safe
36.6,86.46,18.52,482.22,Critical
35.1,71.86,14.99,470.13,Warning
25.88,57.1,12.52,271.32,Safe
23.48,70.55,13.37,290.21,Warning
22.6,73.36,13.2,264.89,Safe
20.8,87.15,18.01,341.84,Critical
32.51,83.73,15.55,449.24,Warning
21.46,78.31,15.81,366.77,Warning
30.41,81.45,14.25,382.24,Safe
21.84,58.85,10.05,241.75,Safe
27.22,58.74,13.26,343.38,Safe
39.93,82.95,19.48,418.11,Critical
33.38,67.83,15.99,431.94,Critical
24.88,51.6,12.63,292.97,Safe
35.92,54.53,9.45,442.29,Warning
38.23,82.88,15.83,509.9,Warning
29.74,61.86,13.28,335.05,Safe
38.96,56.7,14.08,466.08,Warning
32.54,58.43,12.46,341.81,Critical
28.48,54.16,11.06,372.54,Safe
39.52,81.01,17.08,550.96,Critical
34.94,56.15,10.99,377.42,Warning
21.75,52.17,12.2,287.79,Safe
31.5,59.11,10.37,348.94,Warning
28.66,50.68,11.18,348.07,Safe
32.83,74.73,16.48,424.4,Critical
27.15,70.11,12.76,365.04,Safe
25.63,87.07,16.7,391.34,Critical
29.48,71.34,12.09,337.81,Warning
39.2,55.76,12.22,519.37,Critical
32.96,88.3,14.73,463.21,Critical
22.46,50.2,10.62,283.64,Safe
38.94,62.19,13.93,523.62,Safe
24.23,86.23,19.35,281.84,Critical
23.68,74.68,13.45,242.39,Safe
37.03,87.29,20.42,466.2,Critical
30.99,61.63,9.73,294.26,Warning
39.03,64.29,13.89,417.28,Safe
32.39,86.0,16.11,396.55,Critical
32.33,62.23,12.95,398.54,Safe
36.15,88.35,15.68,410.01,Critical
34.24,75.63,13.79,388.87,Warning
37.56,68.51,12.85,408.73,Critical
22.18,75.82,12.66,250.0,Warning
37.83,57.86,12.97,463.41,Critical
21.51,50.75,10.19,191.04,Safe
31.64,66.21,13.78,450.31,Warning
30.87,89.95,17.82,441.83,Warning
27.85,85.66,17.67,424.0,Critical
29.29,70.42,13.46,360.55,Safe
36.96,82.26,17.14,401.83,Critical
30.28,67.85,11.64,432.79,Safe
34.72,69.34,13.02,367.31,Safe
24.63,60.57,10.52,325.87,Safe
30.36,81.66,15.66,448.76,Warning
20.8,75.94,12.81,347.0,Critical
36.59,83.39,15.26,449.3,Critical
27.53,65.14,13.55,406.77,Safe
30.33,65.05,15.45,383.17,Warning
36.34,63.8,14.52,497.95,Warning
30.04,55.56,9.11,278.28,Warning
24.23,57.48,10.67,330.42,Safe
22.37,59.21,13.71,327.49,Safe
29.63,69.15,12.09,302.55,Warning
20.45,51.73,10.79,204.23,Safe
32.59,51.57,10.75,308.6,Safe
38.45,70.67,13.57,527.43,Critical
20.37,78.78,16.73,252.7,Critical
21.71,67.97,16.55,358.62,Warning
24.39,66.43,11.14,312.82,Safe
32.46,70.43,12.09,414.74,Safe
31.93,52.75,9.82,309.55,Safe
24.05,84.38,16.9,312.17,Critical
22.99,53.85,10.63,301.41,Safe
20.78,81.35,16.29,228.05,Critical
29.64,55.21,11.66,407.1,Warning
30.44,64.82,10.22,360.27,Safe
38.77,69.28,15.47,441.13,Critical
38.16,83.49,17.15,455.43,Critical
25.09,80.63,18.59,277.26,Critical
31.97,71.75,12.9,305.08,Safe
31.56,54.71,7.99,380.28,Warning
28.18,54.26,10.41,347.51,Safe
25.23,71.44,14.68,343.6,Warning
35.1,66.53,15.01,423.24,Safe
31.18,69.35,16.8,408.22,Critical
27.96,55.52,13.29,285.1,Safe
24.6,81.32,18.96,276.84,Critical
30.17,81.44,18.09,410.39,Critical
23.21,88.58,14.75,240.42,Warning
22.91,87.03,17.02,244.45,Critical
24.44,53.2,7.87,265.24,Safe
39.69,74.56,15.04,505.96,Critical
21.15,80.94,14.24,281.8,Warning
20.21,84.02,19.39,301.95,Critical
23.89,81.36,16.34,352.35,Critical
32.3,76.96,14.55,420.55,Critical
21.74,61.04,11.6,302.55,Safe
28.11,58.01,8.69,357.13,Safe
38.38,71.98,15.75,472.01,Critical
26.96,88.53,16.37,368.47,Critical
23.89,87.19,17.89,290.13,Critical
28.14,54.26,8.29,289.93,Safe
38.94,82.12,19.16,545.38,Critical
36.26,73.0,15.77,516.02,Critical
29.67,59.73,10.98,395.7,Warning
37.93,84.48,16.79,424.5,Critical
27.65,81.55,14.63,381.84,Safe
28.25,64.12,13.04,379.83,Warning
24.97,53.72,11.79,360.02,Safe
21.52,87.26,17.31,278.32,Critical
37.89,60.76,14.83,482.35,Warning
29.98,57.99,13.01,424.49,Safe
24.58,83.4,18.7,316.26,Critical
35.58,54.8,8.43,470.87,Safe
32.28,80.57,16.36,331.36,Critical
29.65,74.83,14.92,448.76,Warning
29.82,89.38,20.37,364.89,Critical
35.0,55.13,11.18,393.61,Critical
20.65,63.89,14.94,325.34,Warning
39.53,77.93,15.35,502.32,Critical
33.48,65.18,10.64,365.86,Safe
23.74,60.51,10.72,364.36,Safe
26.86,57.36,11.02,310.75,Safe
35.04,64.6,12.32,404.12,Critical
22.62,73.04,12.98,227.08,Warning
36.08,72.21,16.58,395.07,Critical
29.46,50.39,9.61,284.17,Warning
35.71,62.0,12.77,431.8,Safe
21.98,56.53,9.6,228.49,Safe
36.78,53.85,12.24,390.56,Safe
31.21,87.27,16.0,315.27,Warning
27.02,77.18,16.07,362.85,Critical
33.0,71.54,17.18,381.44,Warning
33.46,69.5,15.32,473.54,Safe
32.27,68.55,16.45,463.87,Warning
28.44,74.49,14.33,421.18,Safe
23.24,59.13,10.73,252.67,Safe
25.35,75.79,13.79,313.63,Safe
34.96,70.84,13.87,365.72,Warning
22.5,59.39,10.39,315.97,Safe
34.99,58.42,11.07,340.54,Warning
38.74,68.93,11.11,486.3,Critical
35.3,53.33,9.24,344.04,Warning
33.1,85.42,15.94,370.28,Critical
25.68,75.06,12.8,374.96,Warning
20.7,64.27,15.35,342.03,Warning
39.5,71.62,12.96,450.98,Critical
30.79,73.63,14.47,420.08,Warning
30.47,75.58,13.97,350.1,Critical
24.54,53.58,9.56,279.15,Safe
23.11,50.42,10.22,323.53,Safe
22.73,61.47,12.5,319.84,Safe
29.84,80.22,14.84,415.14,Safe
31.94,81.87,16.66,352.87,Warning
27.9,56.53,12.73,325.01,Safe
27.57,60.52,11.64,292.23,Safe
35.29,86.4,19.13,478.09,Critical
25.69,79.72,17.8,331.96,Critical
37.07,57.3,10.2,443.6,Critical
29.06,78.02,15.56,339.7,Warning
20.99,71.4,12.4,208.26,Warning
22.5,67.54,10.56,212.23,Safe
29.87,63.68,11.61,404.66,Warning
29.27,81.66,15.31,424.22,Warning
21.12,81.03,13.63,274.57,Warning
23.84,83.66,18.64,384.12,Critical
39.49,78.59,15.03,546.05,Critical
34.75,51.34,10.03,441.01,Critical
33.32,58.34,11.0,461.99,Safe
23.17,79.13,17.29,326.08,Critical
22.44,69.25,12.64,265.27,Safe
37.27,58.71,9.42,441.07,Safe
20.3,81.78,16.86,270.63,Critical
24.86,88.75,18.24,370.32,Critical
33.77,56.2,12.86,361.8,Warning
30.0,77.44,14.52,447.74,Critical
21.2,64.22,10.77,271.67,Safe
22.52,59.31,14.75,345.12,Safe
35.13,82.22,16.08,382.57,Critical
33.78,64.33,10.67,454.94,Safe
34.13,72.36,14.73,413.36,Critical
23.73,63.91,14.18,272.25,Safe
21.38,56.2,10.01,225.99,Safe
27.34,50.03,10.83,308.2,Safe
23.71,50.75,12.29,342.71,Safe
24.78,78.84,16.72,337.63,Critical
27.75,70.96,14.18,356.63,Warning
26.45,75.64,12.79,332.16,Warning
20.88,87.51,15.57,211.65,Warning
22.14,57.66,8.72,287.68,Safe
27.77,69.6,14.66,365.45,Safe
27.33,74.24,12.27,403.48,Safe
33.11,87.14,19.42,423.09,Critical
32.78,64.44,14.35,462.02,Safe
35.88,52.33,11.17,419.29,Critical
21.41,62.16,15.1,363.29,Safe
21.94,79.01,15.99,249.66,Warning
30.52,59.95,12.74,317.52,Warning
34.92,80.65,16.59,460.07,Critical
34.05,67.08,11.04,442.49,Critical
28.03,63.5,10.65,413.3,Warning
38.67,86.1,17.52,553.8,Critical
36.9,66.49,14.1,491.68,Safe
32.17,72.53,12.79,428.16,Critical
25.08,88.47,17.38,321.23,Critical
34.53,89.32,18.44,440.32,Critical
39.87,62.07,11.22,410.3,Safe
20.43,82.88,17.71,257.0,Critical
31.07,72.25,17.01,340.5,Warning
29.21,56.24,9.84,403.64,Safe
24.66,82.44,14.04,300.77,Warning
38.36,79.37,17.22,516.56,Critical
23.46,83.03,17.74,335.5,Critical
38.15,73.81,13.56,486.23,Critical
27.63,81.2,18.77,343.65,Critical
37.6,67.37,16.06,395.59,Critical
34.95,83.98,19.37,467.77,Critical
32.64,52.17,10.58,350.39,Critical
22.99,70.1,12.34,219.68,Warning
39.42,80.11,16.47,410.96,Critical
28.64,81.45,14.18,331.09,Warning
29.52,79.81,16.25,338.46,Warning
30.04,80.95,13.97,311.83,Critical
23.96,65.81,13.59,317.34,Safe
24.85,60.65,11.71,336.61,Safe
31.52,54.5,10.38,345.54,Safe
26.41,73.76,11.9,292.37,Warning
32.32,89.61,17.58,354.43,Critical
20.9,82.73,14.74,262.51,Warning
35.15,84.11,14.5,352.73,Critical
38.98,87.07,19.63,539.17,Critical
20.27,77.75,13.22,260.81,Warning
20.45,58.36,11.9,216.61,Safe
30.47,60.35,11.97,401.34,Safe
33.9,76.73,14.61,477.02,Critical
25.11,52.4,8.68,325.94,Safe
25.43,68.6,16.39,266.91,Critical
25.43,84.08,17.78,401.49,Critical
25.85,85.34,16.39,417.22,Critical
38.08,69.39,14.46,387.18,Warning
30.01,68.32,16.22,304.64,Warning
38.45,62.2,12.38,485.5,Warning
26.94,64.08,13.57,295.04,Warning
36.24,75.03,17.28,511.26,Critical
36.3,51.18,10.57,380.68,Warning
26.84,65.71,10.97,360.03,Safe
28.35,72.92,14.14,324.18,Warning
28.98,55.27,11.97,362.61,Safe
33.68,58.09,9.45,414.22,Critical
38.19,67.2,15.89,504.56,Critical
38.66,86.68,16.24,476.97,Critical
38.97,54.74,9.85,499.69,Critical
20.59,62.75,15.39,356.64,Safe
26.07,79.82,17.89,372.05,Critical
34.77,56.08,9.34,335.45,Warning
20.52,89.44,18.59,315.05,Critical
32.25,73.85,13.16,312.47,Warning
33.76,69.06,13.83,423.5,Critical
32.99,57.36,10.8,379.72,Warning
23.87,51.29,11.85,220.35,Safe
25.4,66.52,14.76,405.92,Safe
21.32,87.08,20.33,373.59,Critical
29.8,63.0,12.35,319.24,Warning
35.52,74.32,16.81,474.48,Warning
32.23,79.7,16.5,408.84,Critical
37.52,81.48,16.42,449.56,Critical
36.54,51.7,13.32,434.99,Safe
39.68,51.57,9.64,487.43,Warning
23.8,67.58,15.82,360.89,Warning
29.23,66.9,14.06,291.33,Safe
29.27,75.84,12.71,356.36,Warning
35.57,87.51,18.68,390.75,Critical
28.27,68.04,11.68,355.55,Safe
37.65,53.61,9.67,448.62,Critical
35.93,78.73,13.49,365.02,Critical
28.99,64.52,13.05,336.6,Safe
27.57,65.22,14.65,414.91,Safe
23.24,55.78,12.77,224.46,Safe
26.16,79.21,18.61,320.85,Critical
23.61,85.94,19.95,256.42,Critical
35.31,50.49,10.08,403.28,Warning
32.16,69.74,12.25,408.37,Safe
28.2,53.18,11.24,297.35,Safe
30.95,74.79,15.3,438.04,Safe
23.7,52.2,9.53,227.91,Safe
20.65,73.12,15.24,255.68,Safe
20.98,66.68,11.41,294.38,Safe
39.33,79.97,15.16,394.83,Warning
26.46,85.9,19.1,401.45,Critical
25.86,55.38,12.24,283.71,Safe
30.54,70.99,15.37,400.18,Safe
31.43,89.17,18.01,338.38,Warning
28.54,83.91,15.34,374.12,Warning
32.46,87.08,18.1,414.52,Critical
34.58,69.91,15.83,486.34,Warning
34.17,89.17,14.84,339.74,Critical
32.51,54.72,13.03,438.18,Safe
28.28,63.35,13.03,369.95,Safe
32.81,77.6,14.05,329.2,Warning
30.13,62.96,9.63,379.18,Warning
27.92,72.76,17.31,418.88,Warning
26.61,63.52,13.74,401.39,Safe
32.91,69.26,14.62,464.93,Critical
37.92,68.5,15.58,525.55,Warning
36.7,61.97,13.74,406.18,Critical
20.37,73.1,13.61,338.34,Warning
21.32,55.97,13.24,253.66,Safe
27.5,71.37,12.27,353.26,Safe
31.9,84.58,18.43,443.99,Warning
34.2,60.86,9.69,450.78,Safe
29.04,88.03,15.9,338.27,Warning
27.48,51.5,8.51,252.17,Safe
30.12,81.96,18.82,339.95,Warning
38.47,79.3,16.0,508.79,Critical
35.39,53.93,13.68,424.88,Warning
24.1,51.46,9.62,347.47,Safe
22.32,62.44,9.75,327.65,Safe
37.44,63.33,15.0,385.9,Critical
34.91,50.9,11.73,429.97,Warning
26.42,57.7,10.2,286.26,Safe
28.82,54.71,8.84,296.18,Safe
20.31,74.92,15.07,231.5,Warning
30.99,60.84,14.83,432.69,Safe
23.43,62.46,14.85,315.04,Safe
21.01,51.16,12.65,201.42,Safe
27.67,53.44,10.04,359.65,Safe
37.83,75.18,16.18,450.53,Critical
27.11,63.29,10.85,366.69,Safe
39.47,80.23,15.84,414.99,Warning
21.95,62.42,13.35,328.89,Safe
29.41,87.9,15.44,434.61,Safe
38.26,65.68,14.33,480.68,Safe
29.07,51.21,10.09,317.38,Warning
36.92,61.29,11.35,437.9,Critical
22.06,82.7,18.32,284.34,Critical
32.99,81.7,16.54,396.73,Critical
28.27,74.83,15.25,434.77,Warning
21.32,58.33,12.83,266.33,Safe
39.6,72.69,13.59,495.01,Warning
33.25,53.12,13.21,410.42,Safe
22.29,73.84,13.72,227.12,Warning
23.52,88.24,15.07,247.95,Warning
36.28,80.85,15.44,439.09,Critical
21.81,82.68,18.86,376.92,Critical
32.72,50.01,7.88,310.47,Critical
25.83,74.62,14.61,284.26,Warning
25.99,81.77,17.43,414.01,Warning
34.36,86.6,20.26,458.14,Critical
32.23,70.42,16.17,459.55,Critical
27.38,71.96,11.71,364.89,Warning
22.19,61.29,9.45,258.22,Safe
31.8,75.01,16.27,384.32,Warning
30.9,76.5,15.15,334.87,Safe
36.87,64.41,12.39,396.81,Critical
22.51,50.46,10.98,223.04,Safe
37.7,76.32,18.11,409.27,Critical
22.74,82.24,18.61,383.42,Warning
32.46,68.18,13.18,441.71,Safe
27.11,57.43,12.11,344.12,Safe
36.94,59.47,11.9,414.63,Critical
31.53,51.34,7.5,350.12,Warning
22.26,69.26,14.99,240.28,Warning
29.3,53.13,12.97,292.0,Warning
32.61,76.55,16.32,437.15,Critical
30.78,73.19,15.32,448.97,Safe
29.38,70.51,13.92,400.81,Warning
27.06,89.11,16.59,300.35,Critical
33.9,73.91,13.61,452.65,Safe
21.23,68.93,11.8,199.56,Warning
36.18,74.97,13.71,363.55,Critical
21.54,81.35,14.78,307.83,Warning
25.5,60.28,13.5,339.11,Safe
38.2,79.56,16.87,445.51,Critical
23.51,81.3,14.68,257.43,Warning
30.55,51.32,13.17,446.13,Safe
36.75,80.11,15.5,426.31,Warning
34.52,56.69,11.8,458.89,Warning
32.85,80.22,13.74,344.02,Warning
29.52,69.05,16.5,445.29,Warning
27.6,78.22,15.49,296.67,Warning
37.41,50.47,12.66,429.21,Critical
26.31,71.21,16.98,283.58,Critical
32.75,88.25,17.24,480.59,Critical
37.17,63.4,11.28,363.82,Critical
31.68,68.44,14.74,349.19,Safe
30.4,77.11,18.38,366.02,Critical
33.46,83.27,13.73,338.88,Critical
22.08,67.84,11.88,245.53,Safe
20.68,74.78,12.3,283.36,Safe
39.01,75.52,16.35,411.05,Critical
37.13,55.2,11.98,495.18,Critical
36.06,57.39,9.14,355.78,Warning
25.89,76.42,12.74,315.15,Safe
35.39,77.69,16.54,479.82,Critical
25.15,81.23,14.91,256.03,Warning
27.77,89.84,16.52,410.35,Critical
28.81,69.67,16.51,388.3,Warning
32.91,54.34,11.11,373.65,Critical
32.87,86.5,18.59,358.18,Critical
21.46,72.85,13.07,271.29,Warning
22.98,75.61,17.72,344.74,Warning
23.03,63.19,11.99,210.84,Warning
29.56,66.16,14.6,418.56,Safe
30.8,50.13,12.75,422.63,Warning
22.42,71.41,17.23,283.7,Safe
28.01,75.29,17.81,303.66,Warning
21.61,68.39,15.28,316.15,Safe
31.09,88.7,18.7,372.22,Warning
37.93,75.22,14.2,383.88,Warning
34.71,55.6,9.28,428.66,Critical
24.77,65.55,14.87,345.0,Warning
30.68,83.37,16.37,467.98,Critical
26.79,63.51,14.03,322.93,Safe
36.14,76.69,15.09,465.34,Critical
34.82,59.32,9.3,432.37,Safe
33.08,68.85,16.28,339.53,Critical
20.29,75.31,17.49,341.67,Critical
29.12,56.83,11.91,401.6,Safe
22.28,73.8,15.45,230.15,Safe
28.52,82.46,19.39,410.69,Warning
22.42,77.36,15.75,274.4,Warning
39.29,58.53,8.98,385.55,Warning
22.41,55.65,10.62,308.61,Safe
31.07,67.55,16.06,317.51,Warning
35.82,75.29,14.31,374.99,Warning
21.61,50.29,12.61,312.23,Safe
31.87,61.35,13.43,432.61,Warning
33.85,58.25,12.49,404.64,Safe
24.79,56.98,12.55,326.05,Safe
34.34,74.48,12.42,457.74,Safe
26.96,50.18,8.45,250.65,Safe
30.6,53.83,9.94,397.48,Safe
29.28,75.06,13.26,287.59,Warning
35.93,77.41,18.29,446.66,Critical
23.53,76.81,12.62,321.58,Safe
24.19,60.06,12.71,367.86,Safe
29.06,54.18,8.15,337.33,Safe
35.71,69.4,11.58,478.21,Critical
28.9,73.19,14.15,399.28,Warning
24.6,54.41,9.25,250.19,Safe
28.25,58.0,13.95,284.01,Safe
31.7,52.17,10.05,321.84,Warning
23.56,64.94,12.73,250.31,Warning
39.51,58.09,9.38,472.75,Warning
25.61,54.44,10.68,296.42,Safe
35.21,58.79,10.53,349.84,Warning
35.89,88.11,20.06,471.7,Critical
31.06,59.19,11.31,370.63,Safe
31.83,83.48,15.37,431.95,Critical
37.45,59.91,11.59,388.04,Critical
38.93,86.55,19.7,474.64,Critical
20.88,89.65,19.33,306.12,Critical
28.51,65.77,15.01,391.61,Safe
29.05,59.62,12.27,273.84,Warning
39.0,55.31,9.84,462.82,Warning
20.32,76.76,13.32,263.29,Critical
34.95,50.98,9.93,442.64,Critical
28.11,81.59,15.54,353.09,Warning
32.67,84.42,14.31,461.2,Warning
30.62,61.86,13.89,407.34,Safe
35.75,53.24,12.93,459.87,Warning
30.29,86.4,16.46,313.45,Warning
27.31,74.77,14.15,291.89,Safe
31.22,80.94,14.02,355.89,Critical
22.27,69.14,16.46,317.82,Critical
24.2,79.8,14.31,289.98,Warning
25.35,77.21,14.1,254.14,Warning
26.9,69.45,14.05,278.88,Warning
29.04,64.73,13.99,391.27,Safe
23.77,85.36,14.6,293.21,Warning
23.58,88.33,15.13,257.81,Warning
22.24,55.92,9.09,220.53,Safe
39.04,50.91,9.68,467.98,Warning
29.48,66.81,14.79,292.19,Safe
21.26,84.87,15.37,361.04,Warning
32.89,66.47,12.35,414.02,Safe
29.72,76.63,15.51,382.5,Safe
26.08,55.28,12.79,272.23,Safe
25.2,69.37,16.7,378.66,Warning
22.97,61.38,15.01,323.73,Safe
23.22,71.41,12.38,242.16,Safe
23.23,54.68,13.9,313.72,Safe
28.82,64.79,11.19,377.29,Warning
39.56,55.92,10.87,526.02,Critical
26.03,86.82,16.79,344.16,Critical
22.91,68.32,12.59,212.74,Warning
32.94,61.82,14.74,478.24,Critical
33.34,81.98,17.77,489.82,Critical
26.77,54.49,10.77,247.96,Safe
33.56,54.68,8.08,394.8,Warning
28.92,53.7,8.07,352.16,Safe
31.67,58.89,14.39,353.12,Safe
21.67,83.98,17.86,379.22,Critical
39.52,65.78,13.1,477.21,Critical
38.87,86.34,16.43,414.52,Critical
37.08,64.79,12.19,397.29,Safe
26.16,67.82,13.93,285.76,Warning
34.83,66.62,12.98,359.41,Critical
39.41,66.95,15.77,415.28,Critical
31.96,55.75,9.97,447.59,Warning
21.32,88.4,19.22,243.45,Critical
28.19,86.58,16.8,374.83,Critical
34.2,80.21,13.86,361.06,Critical
27.64,72.15,11.68,387.0,Warning
29.88,79.59,14.27,416.75,Warning
25.25,88.24,19.65,346.36,Critical
33.08,85.71,16.64,412.7,Critical
33.76,59.79,9.67,350.3,Warning
39.89,52.67,12.01,471.92,Critical
28.72,60.32,13.18,428.98,Safe
27.46,79.32,12.97,300.98,Warning
31.63,55.85,10.94,401.93,Warning
23.27,60.91,11.7,357.14,Safe
27.12,61.59,12.5,403.51,Safe
35.33,57.33,9.03,438.87,Critical
26.45,62.65,14.6,385.48,Warning
33.71,77.53,13.08,415.31,Critical
20.26,70.73,13.38,267.08,Warning
38.42,56.52,9.61,432.79,Warning
35.9,72.35,15.61,509.45,Critical
34.25,78.09,17.43,416.43,Critical
38.32,54.66,8.72,349.58,Warning
26.96,77.64,13.36,327.11,Warning
39.75,70.92,17.0,430.05,Warning
20.58,82.58,14.85,337.14,Warning
22.85,59.06,9.56,217.13,Safe
21.57,77.63,17.23,234.29,Critical
35.49,80.29,13.31,358.7,Critical
35.86,70.54,11.46,354.93,Safe
20.87,62.07,9.48,191.54,Safe
22.48,74.07,15.34,253.5,Warning
20.59,55.82,12.64,233.48,Safe
31.6,64.09,14.95,435.68,Safe
30.1,52.73,12.46,405.42,Safe
34.32,88.57,15.74,462.54,Critical
39.47,53.95,9.07,440.72,Critical
29.49,77.93,13.7,391.16,Warning
23.62,64.19,12.12,251.08,Safe
28.15,80.46,14.98,350.94,Warning
30.39,69.83,13.13,335.67,Safe
21.64,69.75,13.26,275.81,Warning
33.74,83.64,15.08,397.97,Warning
23.78,52.78,12.6,296.91,Safe
33.58,57.17,14.43,406.61,Warning
27.93,70.91,15.24,294.57,Warning
28.01,73.62,12.33,409.8,Safe
21.29,89.01,16.83,312.24,Critical
39.81,54.91,13.01,499.18,Safe
35.3,80.64,16.69,477.46,Critical
36.02,87.73,16.68,470.27,Critical
39.0,89.5,17.97,423.43,Critical
29.09,54.89,10.91,302.38,Safe
20.59,79.51,17.88,295.0,Critical
20.53,57.16,12.06,237.91,Safe
26.06,74.93,16.55,369.12,Critical
35.35,81.71,14.55,452.18,Warning
30.1,71.7,16.2,388.48,Warning
39.05,51.26,9.83,506.04,Safe
29.0,84.11,16.48,298.16,Critical
23.54,76.38,16.95,381.7,Critical
29.83,55.38,12.37,358.14,Safe
31.38,69.62,14.25,391.35,Warning
29.52,84.17,16.87,362.17,Warning
31.82,65.11,14.08,431.24,Warning
26.41,51.13,7.5,355.51,Safe
26.98,79.68,13.1,397.91,Safe
27.61,67.13,16.38,343.91,Warning
33.22,59.9,12.87,411.36,Critical
21.31,62.2,11.47,193.6,Safe
26.52,68.44,15.87,355.44,Warning
25.33,77.84,16.1,411.52,Warning
31.41,62.9,10.17,363.09,Safe
26.72,70.11,15.61,319.58,Warning
27.27,67.44,13.47,395.62,Safe
36.81,71.43,13.01,360.76,Critical
28.04,59.04,13.27,281.46,Safe
36.88,53.79,9.78,348.46,Warning
36.02,69.01,12.06,467.8,Critical
36.47,70.19,12.84,455.05,Safe
24.0,66.09,13.97,302.37,Safe
37.62,75.11,15.12,401.65,Warning
24.26,88.48,19.15,333.12,Critical
38.74,71.31,14.95,505.21,Safe
